file_name,transcription
2964611.wav,"a tarde. conae four english press seven. digite o ramal desejado ou aguarde para ser atendido. na refinaria, entre outros. colocamos à disposição de nossos clientes colegas. aline, boa tarde. boa tarde aline. meu nome é lilia, eu falo da totvs. eu gostaria de falar com alguém responsável pelo sistema ou o alberto? só um minutinho, por favor. obrigada. formador. infravermelho pressostato para ar e gás manômetros e medidores de vazão. a kunai agradece sua ligação. por favor, aguarde que dentro de instantes iremos atendê lo. a kunai foi fundada em 1991 com o principal objetivo de atender aos seus clientes no ramo da combustão industrial. a kunai representa distribui com exclusividade no brasil equipamento de conceituados fabricantes europeus como hamilton. oi hamilton, boa tarde lili da toto, tudo bem? boa tarde! tudo bom? tudo. eu precisava falar com alguém responsável pelo sistema. o alberto tá certo. só um minuto. tá, tá. quem gostaria? só para lilia, da empresa totvs e para fazer o nps? avaliação é a lilian lilian, da empresa totvs. ok o dia de hoje? pode comprar. diretamente lá. é que ele me pediu. lilian, você consegue ligar daqui uns dez minutos, no máximo. que tal uma ligação agora? sim, eu retorno. sim. obrigado. muito obrigado. tchau. tchau."
2964578.wav,"clóvis. global silvia. oi, silvia, boa tarde. eu gostaria de falar com o robson da departamento pessoal momento. quem vai falar é lilia, da empresa totvs da totvs. aguarda só um momento. lilian aguardo. obrigada. i get. it out. não. vale mais a pena. além do. mais. o momento. horripilante, na realidade. só mais um momento. and i can. you think you to know how i can you will you? know how aqui. don't tell a self. você não prefere me retornar daqui uns cinco minutos? retorno sim. obrigada. obrigada. tchau."
2964126.wav,"beijo, saudade. boa tarde! meu nome é viviane e eu falo aqui da matriz. tudo bem? tudo bom? eu gostaria, por favor, de falar com o roberto martins. é ele que tá falando. roberto eu estou entrando em contato com você para a gente fazer um rápido acompanhamento em relação à marca totvs que vocês utilizam hoje na empresa e no seu departamento. você teria dois minutinhos para falar comigo? sim, certo? eu só vou fazer algumas confirmações por questões de segurança. o seu nome é roberto martins soares neto e atualmente o senhor é um dos responsáveis que faz a utilização do totvs hoje na empresa. isso. o e-mail continua sendo roberto arroba com.br. isso mesmo! certo? obrigada pelas confirmações. iniciando a nossa avaliação, ele é uma avaliação bem rápida, numa escala de 0 a 10, qual a probabilidade do senhor recomendar a totvs a um amigo ou colega hoje? nove eu gostaria de me informar o motivo da sua nota ou não. a o suporte é muito bom. um atendimento rápido. mas isso mesmo, não tem problema. com o software, certo. eu vou fazer agora algumas perguntas direcionadas aonde você vai me responder somente a nota de 0 a 10? não precisa falar o motivo da sua nota e também não precisa responder caso você não tenha o contato direto com a área, tudo bem. em relação à agilidade nos processos do suporte técnico, uma nota de 0 a 10 oito em relação ao atendimento do agente do suporte técnico. nove a sua satisfação com o executivo de vendas da totvs. nove a sua satisfação com o custo dos produtos contratados. sete certo. a sua satisfação com o administrativo financeiro da totvs? um eu não tenho contato. assim não dá certo, não. a gente pula essa pergunta e a implantação do software? caso você tenha participado. nove você acha que hoje o produto da totvs entrega o benefício esperado pela empresa ou pelo seu departamento? tem a opção de entrega total, parcial ou não? entrega total? eu também. de 0 a 10. como que foi a sua experiência com a última atualização do software? caso vocês tenham feito essa atualização de 0 a 10? nove. e a última nota que seria em relação à unidade que faz o atendimento com vocês hoje a todos minas gerais. de 0 a 10, como que você avalia? caso tenha contato? nove também entendi tudo isso que eu lhe perguntei e você gostaria de acrescentar algum ponto? não, certo? no caso, nós estamos entrando em contato mesmo realizando esse acompanhamento, justamente para termos as nossas melhorias contínuas no prazo de seis meses a um ano. nós iremos retornar o contato com você e verificar se teve alguma alteração na sua nota. tudo bem. tudo bom? você ficou com alguma dúvida, roberto? não tá bom então. muito obrigada pela sua participação e tenha uma ótima tarde. obrigado, tchau, tchau, tchau."
2962184.wav,"minuto. bom dia, bom dia! meu nome é lilian, eu falo da totvs. eu gostaria de falar com alguém responsável pelo sistema ou. larissa sim, só um minutinho. qual que é teu nome? lilian da totvs. ah, desculpa. sobre o que que tu precisa falar? é uma avaliação. avaliação do que? que seria do sistema do protheus? eu sei que tu não consegue mandar por e-mail, talvez eu tento, mas só que ela. ela é a responsável mesmo. para qual e-mail que tu encaminha? é larissa sim, é que como a gente não usa mais o sistema, acredito que ela não acabou não vendo o e-mail. tu quer mandar para outro? talvez. não usa mais o sistema, mas o sistema tá ativo aqui no cadastro. deixa eu verificar porque a gente tá com outro sistema agora a gente não usa mais esse e tem alguns módulos apenas no protheus do financeiro e compras. sim, deixa eu verificar só um minutinho, ok? oi, oi! e quem é lilian? da todos com quem eu falo? é larissa. lilian tudo bem? tudo bem, você tudo. olha só, a gente não trabalha mais com o software da totvs. nós apenas temos a licença para consultar o que a gente já havia. ah, tá. por isso que tá aqui. ah, tá. então só tá ativa por causa disso. vocês estão usando pra ah, entendi. não temos mais acesso ao software daí para fora isso. ah, então tá bom, então vou dar baixa aqui. larissa a senhora é responsável do adm né? isto tá bom. obrigada pela atenção. tchau."
2963930.wav,"ah, seja bem vindo! você ligou para o slaviero bahia norte hotel florianópolis. for english press one. digite um para tratar de assuntos sobre reservas e eventos. dois. setores administrativos, financeiros e rh três para recepção. ou aguarde para ser atendido. pela baia norte. eduardo, bom dia. boa tarde. oi, boa tarde eduardo. gostaria de falar da controladoria controladoria do. do hotel. a gente não tem contador, controladoria não tem. eu precisava falar com alguém, algum gerente ou coordenadora para fazer uma avaliação do sistema. só um momento. ela teria que entrar em contato com a nossa matriz, que fica em curitiba. certo, leonel né? isto é que ele eu já fiz a avaliação. eu tô ligando para todas as redes dos hotéis slaviero, hotéis e cada cnpj. eu tô falando com algum coordenador ou gerente para ter essa avaliação. só um pouquinho. desculpa, qual o seu nome? lilian da todos tá ok. no momento nosso gerente ele tá numa reunião. uhum, tá bom. eu retorno mais tarde. quem seria o tiago silveira? tiago silveira tá bom então. obrigada. tchau. tchau."
2962307.wav,"alô, bom dia! bom dia! fala com senhor carlos garcia. isso. carlos me chamo beatriz. falo da totvs. tudo bem? tudo bom, beatriz? tudo bem? obrigada, senhor carlos. o senhor seria ainda responsável pelo sistema na bioquímica s.a. sim. perfeito. meu contato. ele é bem rápido, senhor carlos. eu falo da parte da experiência do cliente e eu gostaria de saber como que está a experiência, a satisfação de vocês. esse acompanhamento ele é feito pelo método de nps. então o senhor avalia somente de 0 a 10. a marca em alguns pontos específicos dura dois minutinhos. tudo bem. ok. seria o responsável pela área do ti mesmo, né? sim, tá. obrigada pela confirmação. confirmando então o cnpj para iniciarmos o55643555000 contra quatro três, ok? exato. obrigada pela confirmação. numa escala de 0 a 10, qual a probabilidade do senhor recomendar a totvs a um amigo ou colega hoje? senhor carlos quatro. tem algum comentário, algum ponto de melhoria que gostaria de anexar? instabilidade do produto? instabilidade do sistema. instabilidade. vocês não conseguem ter uma versão estável. sem problemas, sem erros, sem bugs, sem pau, sem as coisas que funcionam. esse é o problema. não segue nada assim. por isso, quando a empresa cresce, ela tira, ela troca. entendi algo mais. só isso. não consegue nada sem estabilidade. então o problema é relacionado mais ao sistema, né? produto. produto. produto. produto. produto não aguenta grandes empresas. produto vocês pecam em rotinas críticas como recálculo de custo médio, fechamento de estoque, compatibilidade de tabelas de saldo, controle de lote, controle de endereço da divergência entre essas tabelas. chega a ser ridículo o tipo de erro que a gente encontra aqui. vocês sangra a gente de cabo a rabo, porque aí você tem uma equipe que em vez de tá trabalhando, tá resolvendo problema de sistema. tá, temos. algo mais? só isso. então, pra gente aprofundar um pouco mais na melhoria, agora vou falar os pontos específicos e peço que o senhor avalie também somente de 0 a 10, caso tenha contato, tá bom. falando do suporte técnico, como o senhor avalia agilidade nos processos do suporte? esse suporte seria a matriz, o chamado ou o meu? a franquia aqui, o atendimento que vocês tem do suporte? vocês tem da franquia ou do de são paulo? nós temos os dois, na verdade. então, em geral, o senhor pode balancear uma nota, tá? em relação ao suporte, a agilidade, a gente tem que separar, porque assim, se eu for para a franquia aqui e estou bem suportado, diria uns oito pelo menos, né? quando eu vou para o nível de chamado da totvs, a gente identifica que pela instabilidade do produto, o mds nível um não tem autonomia para resolver uma série de questões que a gente precisa. e isso delonga todo o meu processo aqui, até para poder justificar, embasar. então, esse cara para mim, nota cinco. não entendi. então, mas o senhor tem mais contato com o qual suporte? hoje é meio a meio. hoje está os dois. então, balanceando uma nota, daria cinco, cinco. falando em relação ao atendimento dos agentes do suporte, né? os analistas em geral, como o senhor avalia de 0 a 10? e em termos de conhecimento, até então isso é assim, ó. as pessoas são bem prestativas. eu vejo isso. só que vocês tem um protocolo que tem que seguir, que me arrebenta, entendeu? em vista da instabilidade do produto, eu pego lá um recado do custo médio na hora que identifica um problema desse. o atendente vai seguir o protocolo olha, mas é isso e aquilo é meu. até eu provar que focinho de porco não é tomada. já foi, né? então assim, o atendente em si, ele é penalizado pela pela cobertura que tem por trás dele. hoje mesmo aqui, uma menina me respondeu que ela foi bem assertiva na resposta a débora. karen aqui. beleza, a resposta dela, tá? respondeu rápido. menina, nota dez. aí agora o que que acontece? mudaram o procedimento aí? de análise de divergência. a tabela de saldo é um negócio que era intrínseco ao fechamento de estoque. agora eu tenho que emitir um outro relatório, que são mais 20 minutos. aí eu tenho um processo de conciliação por trás disso. eu tenho que aguardar agora a emissão de um relatório que antigamente era automático, amarrado ao processo. foram lá e quebraram essa rotina. a menina que tem culpa? não, isso aí é o pica pau aí de desenvolvimento de produto que não sei de onde é que o cara, a totvs, ela tira um procedimento que funciona. esse é o problema. ela ela quer melhorar. só que ela ela não mantém o que tá bom, ela vai lá e estraga o que tá bom e coloca o negócio vai ficar pior. entendeu? então assim já não tava bom da forma que estava, mas tava indo. aí eles vão lá e na tentativa de tentar melhorar eles, eles não mantém dali para frente não. deixa a situação mais difícil ainda. entendeu? agora um procedimento aqui que na hora que você fazer o fechamento ele já me acusava a divergência. agora tem que colocar no outro relatório, que é um relatório antigo para cacete. eu sei que o relatório que é que justamente pela demora de processar esse relatório, por isso que será fechado para fechamento. agora, desvincular não é mais automático. agora você vai lá, agora tem que ver lá no outro ambiente, tem que emitir o relatório. aí vai eu mudar o papel de trabalho, de conciliação, de estoque. muda para todo mundo aqui internamente. olha, agora tem que emitir um relatório. então assim, cara, muda as coisas sem ter noção de como que as coisas funcionam na prática. não tem expertise em empresas que são auditadas, que é o nosso caso. então, de 0a10a senhora avalia o atendimento dos agentes como quatro? tá falando em relação ao comercial, o atendimento do executivo de vendas de vocês? nove falando em relação aos custos e valores dos produtos contratados? só um minuto. carlos oi. ok. já te liguei para uma ligação. tchau. o que a gente recebe hoje é um absurdo, né? diria que é até três. tá, se eu não tivesse, se eu não tivesse dor de cabeça, só. se o sistema fosse estável. acho o valor extremamente justo. só que vocês me cobram aqui 25.000 r$ por mês por um sistema que eu tenho que carregar um caminhão de gente para suportar. não dá, né? aí é caro. aí é melhor pagar um software house que custa 10.000 e contratar mais três aqui de ti. e acabou. tá resolvido, vai. segue a vida. tá falando em relação ao ao atendimento do administrativo financeiro referente a boletos e negociações? nove em relação a satisfação com a implantação do software. nossa! faz tempo, hein? aí a gente to aqui faz 15 anos. se eu for tomar um. tipo, não tem mais implantação aqui hoje, né? não precisa avaliar, então. tá bom, tá bom. hoje o sistema entrega o benefício que vocês precisam. entrega totalmente, parcialmente ou não entrega? parcialmente bem, parcialmente. como foi a experiência do senhor com a atualização do software? de 0 a 10 também. nossa! dois as atualizações. olha só. as atualizações são reflexo da instabilidade do produto. vocês não tem uma release agora que vai morrer aqui a 33? e aí? tá indo para 22 a 22. nem entrou no ar. você já tem uma outra aqui, ontem, aqui. aí a todos tem a ironia de me convidar para fazer parte do projeto piloto. eu faço, eu faço projeto piloto, eu quero saber quantas mensalidades por mês eu vou deixar de pagar, porque quem é que vai pagar para esses testes? vocês fazem produto? paga para mim testar. cara, é ridículo. segue a vida, tá? pra gente finalizar, peço que o senhor avalie também de zero a dez o atendimento realizado pela totvs rio preto, a unidade responsável aí por vocês. ela é nove. são essas as perguntas, tá? o senhor tem algum comentário a mais? mais algum ponto? só isso? tá. esse acompanhamento ele ocorre no período de seis meses a um ano, porém, passando o período, retornaremos o contato. antes, o senhor me trouxe essas insatisfações. o senhor aceita receber uma ligação das áreas responsáveis para tratar esse item? ah, tá. então tá bom. senhor carlos, eu agradeço que o senhor tenha um ótimo dia. até mais, tá? obrigado."
2964909.wav,"alô, alô, boa tarde. fala com o eduardo lima. isso, eduardo. me chamo beatriz. falo da topsy. tudo bem? tudo bom? que bom! eduardo tinha pedido pra eu retornar essa semana. eu falo da parte da experiência do cliente. eu gostaria de saber somente como está a experiência, a satisfação de vocês lá na empresa ser o responsável pelo sistema, né? isso senhor eduardo, é bem rápido mesmo. é dois minutinhos tá? esse acompanhamento ele é feito pelo método de nps, então o senhor vai avaliar somente de 0 a 10 alguns pontos específicos, ok? ok. confirmando o cnpj da empresa. então é o 13 meia cinco seis oito dois zero oito oito. ok? ok. obrigada pela confirmação senhor eduardo. iniciando então numa escala de 0 a 10, qual a probabilidade do senhor recomendar a todos a um amigo ou um colega hoje? nove tem algum comentário que o senhor gostaria de deixar sobre a nota não. então, pra gente aprofundar um pouco mais na melhoria, agora eu vou para os pontos específicos e peço que o senhor avalie também somente de 0 a 10. caso tenha contato. tá falando do suporte técnico. como o senhor avalia agilidade nos processos de suporte? o atendimento dos agentes do suporte também. falando do comercial, o atendimento do executivo de vendas de vocês. nove em relação aos custos e valores dos produtos contratados. oito atendimento do financeiro referente a boletos e negociações. oito também a satisfação com a implantação do software. o senhor participou da implantação? sim, participei. como o senhor avalia de 0 a 10? nove hoje o sistema ele entrega o benefício que vocês precisam? entrega totalmente, parcialmente ou não entrega totalmente. como foi a experiência do senhor com a atualização do software? agradeço também, caso tenha atualizado. oito para finalizar, parece que o senhor avalia também de zero a dez o atendimento realizado pela tal de serra do mar, a unidade responsável aí por vocês. nove também são essas as perguntas, senhor eduardo, o senhor tem algum comentário final, mas algum ponto? não, nenhum comentário. esse acompanhamento ocorre no período de seis meses a um ano. passando um período, retornaremos. o contato. tá bom? ok, muito obrigado. bom trabalho. tchau, tchau, tchau, tchau."
2965023.wav,"ótimos olhos. clóvis global silvia silvia. boa tarde dr. robson. momento em meio a natureza o negócio vai entrar no olho dele. infraestrutura completa a casa decorada de 133 metros quadrados na rodovia raposo tavares. retorno do quilômetro 36. aproveite condições especiais de pré lançamento em até 240 meses www. ponto godoi ponto com ponto br. agora em santo andré, na avenida portugal, e ana moura, especialista em iluminação. além da variedade, os ótimos preços e o atendimento especializado que você já conhece. traga o projeto ou venha fazer o seu. visite nossas lojas na rua da consolação, no lar center, em são bernardo, santo andré, campinas ou em nosso site e amura ponto com ponto br. e ana moura, especialista em iluminação. 50 anos iluminando sua vida. ouça diferença antena um pode comparar? nos ontem porque ontem tem muito de cinema, tem muito pra se ver. tem muita diversão, tem muito de você, tem muito sabor do rap ao ir ao rolê, tem muita cultura, tem muito de você, tem muito de moda, tem estilo. promoção coleção de outono inverno primavera verão contém cor contém bourbon shopping. tem muito de você! a mais pedida oferecimento bourbon shopping tem muito de você. você escolheu e votou no site antena um e agora vai ouvir a música mais pedida de hoje. antena um. miley cyrus we. can be so we were here we want. you wanna be wanna. be. clóvis global. silvia silva. a ligação voltou. ele não deve tar na sala, né? quer que eu passe de novo? não, eu tento encaminhar aqui um email edp arroba ponto com ponto bem, isso tá bom. obrigada, tchau."
2963210.wav,"você ligou para br motorsport? agradecemos a sua ligação para falar com o sac. tecle um. cobrança tecle dois. comercial tecle três. administrativo tecle quatro ou aguarde o atendimento. br boa tarde! tudo bem? só um momento. boa tarde, meu nome é viviane, eu falo aqui da totvs matriz. tudo bem? eu gostaria, por favor de falar com o rafael gorski. tudo bem d. nicolas tudo. exato. é que no momento eles estão no almoço. você consegue ligar daqui 30 minutinhos que provavelmente já vai estar de volta? obrigada. tchau. boa tarde. meu nome é viviane e eu falo aqui da matriz. tudo bem? eu gostaria, por favor, de falar com o responsável do sistema da totvs na empresa. acredito que seja o rafael. assim eu consigo falar com ele em qual horário ah, sim. ah, tudo bem, eu retorno o contato então, um pouquinho mais tarde. tá bom? obrigada. eu. tchau, tchau."
2963371.wav,"alô? boa tarde, meu nome é viviane e eu falo aqui da matriz. tudo bem? opa, tudo bom? eu falo com bruno. isso. bruno eu estou entrando em contato com você para a gente fazer um acompanhamento em relação à marca totvs, que é utilizado hoje na brasil sociedade de perfurações ltda. você ainda é um dos responsáveis que faz a utilização do sistema na empresa. na verdade, eu sou do departamento de ti, né? quem utiliza o sistema diretamente? a equipe do rh, né? entendi. mas você tem conhecimento na ferramenta? é só da parte de ti, né? entendi. é que, no caso, a gente está entrando em contato com você para fazer um acompanhamento em relação à marca totvs que vocês utilizam, só para verificar se está tudo ok com o sistema e se vocês estão sendo bem atendidos. nesse caso, será que você poderia me ajudar? posso? posso. certo. eu só vou fazer então algumas confirmações por questões de segurança. o seu nome é bruno prata. então, atualmente. hoje o senhor é um dos responsáveis pela área de ti da empresa, né? isso é certo. o e-mail continua sendo b prata arroba pontocom. positivo, certo? obrigada pelas confirmações. iniciando a nossa avaliação, ela é uma avaliação bem rápida, numa escala de 0 a 10, qual a probabilidade do senhor recomendar a totvs a um amigo ou colega hoje? nove. certo. gostaria de me informar sobre o motivo da sua nota ou não. não estou tranquilo, certo? certo. eu vou fazer agora algumas perguntas direcionadas. aonde você vai me responder a nota de 0 a 10? não precisa falar o motivo da sua nota e também não precisa responder caso você não tenha o contato direto com a área, tudo bem. tudo bem. em relação a agilidade nos processos do suporte técnico, uma nota de 0 a 10. nove. certo em relação ao atendimento do agente do suporte técnico? norma o atendimento do executivo de vendas, eu não tenho acesso a ele. certo. a sua satisfação com o custo dos produtos contratados também não. essa parte não é comigo. certo? o atendimento do administrativo financeiro da totvs também não é comigo. certo é a sua satisfação com a implantação do software ou de algum módulo. caso você tenha participado. não, eu não participei. certo, você acha que hoje o produto da totvs entrega o benefício esperado pela empresa ou pelo seu departamento? tem a opção de entrega total, parcial ou não entrega? então, essa parte aí também. como eu sou da área de ti, né? mas entrega, coloca assim. certo também de 0 a 10, como que foi a sua experiência com a última atualização do software? caso vocês tenham feito essa atualização ou você tenha notado algo de diferente no sistema de 0 a 10? não, a gente não fez, certo. e a última nota bruno que seria em relação a uma unidade que faz atendimento com vocês a todos. rio de janeiro de 0 a dez. você gostaria de atribuir uma nota caso tenha contato? não, não tenho contato. certo de tudo isso que eu lhe perguntei, você gostaria de acrescentar algum ponto e teria como passar essa? você falou que a unidade que faz atendimento para gente no rio de janeiro, como que é isso? sabe explicar? e aqui para mim, ela aparece como todos rio de janeiro, que seria a unidade que faz o atendimento com vocês em alguma coisa emergencial, quando acontece alguma falha no sistema? sim, mas caso não seja essa unidade, a gente consegue fazer essa troca por aqui. aí, a próxima vez, quando a gente retornar o contato com vocês, aí já vai a unidade certa. não, não, tá tranquilo. é isso mesmo. só queria ter certeza a certo. e você, ficou com mais alguma dúvida? não. só isso. tá bom então. bruno, muito obrigada pela sua participação e tenha uma ótima tarde. falou tchau, tchau, tchau, tchau."
2968125.wav,"oi boa tarde beatriz da foto falando gostaria de falar com a senhora elaine. ela seria a responsável pelo escritório e pelo sistema na empresa responsável pelos testes na empresa. vou mandá la para ela também. boa tarde. da praia da rocha. já pesquisei e acho que já vai passar aqui pra ela. mas. ainda não. tenho certeza. alô? boa tarde. é isso. me chamo beatriz. falo da totvs. tudo bem? tudo bem? que bom! gostaria de falar rapidinho com a senhora. a senhora seria uma das responsáveis que utiliza o sistema, né não? consegue sim, sim. perfeito. meu contato ele é bem rápido, porém importante. é só pra saber como está a experiência, a satisfação de vocês, tá? esse acompanhamento ele é feito pelo método de então a senhora vai avaliar de 0a10a marca em alguns pontos específicos. dois minutinhos. tá bom, tá ok. senhora seria a responsável pelo t.i. ou pelo administrativo? na realidade eu sou a responsável pela parte da contabilidade administrativa, entendeu? a gente usa a parte contábil. tá bom. não tem importância, tá gente? eu vou fazer com a senhora. e aí a gente tem a percepção que vocês estão tendo. só confirmando o cnpj zero três 588 380.000 contra 15, ok? ok. a confirmação numa escala de 0 a 10, qual a probabilidade da senhora recomendar a totvs a um amigo, um colega hoje, na visão que a senhora tem? nove para vocês não ficarem muito orgulhosos no dez. uhum. tá. então seria a nota nove. tem algum comentário que gostaria de deixar sobre a nota? não, não, não. então, pra aprofundarmos um pouquinho mais na melhoria, agora vou falar os pontos específicos e peço que trabalhe também somente de 0 a 10, caso tenha contato, tá ok. falando do suporte, como a senhora avalia a agilidade nos processos de suporte? peraí, só um pouquinho. vou sair daqui que tá um pouco barulho. não tô te escutando. peraí, só um minutinho. alô? pode falar. melhorou? melhorou agora? aham. tá bom. você falou do último suporte, né? como que a senhora avalia a agilidade nos processos do suporte técnico? de 0 a 10? não dez. sempre estamos nos atendendo. tá falando em relação ao atendimento dos agentes do suporte? os analistas não. ótimo. ótimo. dez. sempre nos atendem muito bem. tá falando em relação ao atendimento do comercial referente ao executivo de vendas? ok. dez. os custos e valores dos produtos contratados. esse aí eu já não posso te dizer, mas eu acho que está bom, porque ainda não no chefe não mandou tocar. e. de 0 a 10, você quer que eu diga isso? nove. tá falando em relação ao atendimento do financeiro referente a boletos e negociações. como a senhora avalia assim? dez. a satisfação com a implantação do software. a senhora participou da implantação? não, eu não participei. quando eu cheguei, já estava implantada. ah, tá. hoje o sistema ele entrega o benefício que vocês precisam. entrega totalmente, parcialmente ou não entrega? entrega totalmente. como foi a experiência da senhora com a atualização do software? era dez. também atualizada. dez. pra finalizar, pra finalizar a senhora, peço que a senhora avalie também de 0 a 10 atendimento realizado pela totvs amazonas, a unidade responsável por vocês aí. a sim. dez. a gente sempre tá superbem, sempre nos atendem. que bom, senhora! são essas as perguntas. a senhora tem algum comentário final? mais algum ponto? não, não. tá tudo bem? ah, tá. tem alguma empresa que gostaria de indicar pra gente? não. assim, de cabeça, eu não tenho ainda assim, pra falar pra você tá bom, tá bom. então, esse acompanhamento ele ocorre num período de seis meses a um ano. passando o período, retornaremos o contato. tá bom, tá bom. tenha uma ótima tarde, bom fim de semana. tchau, tchau, tchau, tchau, tchau."
2968585.wav,"anderson. boa tarde. anderson, meu nome é viviane e eu falo aqui da totvs matriz. tudo bem? tudo bom? meu amor, como é que você tá? tudo bem também? obrigada. anderson, eu estou entrando em contato com você para a gente fazer um acompanhamento em relação à marca totvs, que é utilizado hoje na cda central de distribuição azevedo ltda. você pegou um minutinho, meu amor? segura um minutinho. segura um minutinho. tudo bem. só receber o contato. tá bom? robson eu tô indo lá agora. oi, meu amor. oi. segura ai. meu amor. desculpe. diga aí não. sim, tudo bem. eu tô entrando em contato com vocês para a gente fazer um acompanhamento em relação a marca totvs, que é utilizado hoje na empresa cda central de distribuição azevedo ltda. eu gostaria de saber se você ainda é um dos responsáveis que utiliza o sistema na empresa? sim, sim. certo. e você teria dois minutinhos para falar comigo? bom, se for dois minutinhos cravado, tem sim, sim. não a pesquisa. ela é bem rápida mesmo. é só pra gente verificar como é que tá a utilização e se vocês estão sendo bem atendidos. eu vou fazer algumas perguntas, algumas confirmações só por questões de segurança. o seu nome é anderson alves, é atualmente o senhor então é um dos gestores que faz a utilização do totvs hoje, né? correto. o e-mail continua sendo anderson alves arroba. ponto com ponto br correto? certo. obrigada pelas confirmações. iniciando a nossa avaliação, ela é uma avaliação bem rápida, numa escala de 0 a 10, qual a probabilidade de você recomendar a totos a um amigo ou colega hoje? nove certo, eu gostaria de me informar o motivo da sua nota ou não. não. certo, eu vou fazer agora algumas perguntas direcionadas aonde você vai me responder a nota de 0 a 10? não precisa falar o motivo da sua nota e também não precisa responder caso não tenha o contato com a área, tudo bem. ok. em relação à agilidade nos processos do suporte técnico, uma nota de 0 a 10. oito certo atendimento do agente do suporte técnico. oito certo. o atendimento do executivo de vendas não tem um acesso certo a sua satisfação com o custo dos produtos contratados não tem acesso certo e a sua satisfação com a implantação do software. caso você tenha participado. nove, certo? você acha que hoje o produto da totvs entrega o benefício esperado pela empresa ou pelo seu departamento? tem a opção de entrega total, parcial ou não? entrega parcial. certo também de 0 a 10. como que foi a sua experiência com a última atualização do software? caso vocês tenham feito essa atualização de 0 a 10? oito. certo. e a última nota que seria em relação à unidade que faz atendimento com vocês, atletas? rio grande do norte de 0 a 10. como que você avalia? caso tenha contato? não tenho contato. certo? é de tudo isso que eu lhe perguntei. você gostaria de acrescentar algum ponto? não, não no momento certo. no caso, nós estamos entrando em contato mesmo realizando esse acompanhamento, justamente para termos as nossas melhorias contínuas num prazo de seis meses a um ano, a gente vai retornar o contato com vocês e verificar se teve alguma alteração na nota. tudo bem. ok. você ficou com alguma dúvida? não, meu anjo. obrigado. tá bom? obrigada. eu tenho uma ótima tarde. um bom final de semana. bom trabalho, querida. obrigada. tchau, tchau."
2964228.wav,"simone. oi, bom dia, boa tarde. tô ligando pra transportadora aliança sim, certo, eu precisava falar com alguém responsável da ti ou pelo software aqui da totvs. só um momentinho. obrigada. como que é seu nome? lilian? oi, lilian, boa tarde. isso. boa tarde. boa tarde, lilian. aqui é o mateus. tudo bem? tudo bem que ótimo! mateus eu sou do departamento voz do cliente. eu tô ligando pra fazer o nps, que é uma avaliação geral referente todos os serviços que presta da totvs. o senhor tem dois minutos? sim, sim. tem sim. certo. o senhor é o ti da empresa da transportadora aliança? não, não seria a senhora responsável. por qual departamento eu sou? eu sou da. eu sou do setor de ti, mas não sou responsável da ti. ah, certo. entendi. é o jeferson, é o leandro. leandro. você gostou do leandro pereira? ele se encontra. não, não é leandro pereira? não, não, não. acho que você leu aí. leonardo pereira. ah, isso mesmo, eduardo pereira martins. li errado. leandro se encontra. sim. só um momento. aqui rapidão. pessoal da ai na reunião. da. lilian. sim. é hoje o meu coordenador. ele é o leandro, né? é. acabei de passar para ele, mas ele tá indo agora participar de uma reunião. ele pediu para você ligar para ele amanhã, sem falta. tá bom. retorne então amanhã de manhã ou à tarde. pode ser de manhã, sem problema. de manhã para falar com ele, tá? obrigada pela atenção, matheus. tchau, tchau."
2964496.wav,"shark, obrigado pela sua ligação. digite um para televendas shark tratores dois para balcão de venda shark tratores três para televendas sk automotive quatro para recepcionista cinco para ouvir novamente ou aguarde para falar com um atendente. na tarde desta"
2964097.wav,"ligou para a freme. digite o ramal desejado ou dois para comercial. três para fax. quatro para compras? cinco para fiscal. seis para financeiro. ou aguarde para ser atendido. silmara, boa tarde. boa tarde. meu nome é viviane e eu falo aqui da matriz. tudo bem? oi, tudo bem? tudo bem? eu gostaria, por favor, de falar com o fernando votan. ele não está no momento e só com ele. teria algum outro responsável pelo sistema da todos? ou seria somente ele? teria que ser com ele? só não consigo falar com ele ainda hoje ou somente amanhã. eu acho que hoje eu acredito que não. você quer mandar um e-mail pra adiantar o assunto ou alguma coisa assim? sim, qual é o e-mail dele? é, fernando mesmo. o nome dele, certo? fernando arroba creme ponto com ponto br. com.br isso. ah, tudo bem. então eu retorno o contato com ele através do e-mail. caso ele não me responda, eu retorno amanhã com vocês, tá bom? tá certo. tá bom então. obrigada, viu? eu que agradeço. tchau. tchau. tchau. tchau."
2963510.wav,"você ligou para a química? é um prazer atendê lo. para falar na área comercial. digite um. compras dois. faturamento três. laboratório quatro. produção cinco. financeiro administrativo seis. o aguarde. atendimento. obrigada. sem química. boa tarde. boa tarde, victória. beatriz a. gostaria de falar com moisés duarte. oi, eu gostaria de falar com o senhor moisés duarte. ele se encontra. só um minutinho. para que seria. eu gostaria de fazer um acompanhamento referente ao sistema que vocês utiliza, no caso se for ele o responsável pelo sistema. só um minutinho, tá? obrigada. sem química, luana. boa tarde luana beatriz falando gostaria de falar com o responsável pelo sistema na empresa. seria o senhor moisés? ou teria algum outro responsável? ele não está na sala no momento. não entendi. então eu retorno o contato. muito obrigada. obrigada."
