file_name,transcription
2964611.wav,"A tarde. Conae Four English Press Seven. Digite o ramal desejado ou aguarde para ser atendido. Na refinaria, entre outros. Colocamos à disposição de nossos clientes colegas. Aline, boa tarde. Boa tarde Aline. Meu nome é Lilia, eu falo da TOTVS. Eu gostaria de falar com alguém responsável pelo sistema ou o Alberto? Só um minutinho, por favor. Obrigada. Formador. Infravermelho Pressostato para Ar e Gás Manômetros e Medidores de vazão. A kunai agradece sua ligação. Por favor, aguarde que dentro de instantes iremos atendê lo. A Kunai foi fundada em 1991 com o principal objetivo de atender aos seus clientes no ramo da combustão industrial. A Kunai representa distribui com exclusividade no Brasil Equipamento de conceituados fabricantes europeus como Hamilton. Oi Hamilton, boa tarde Lili da Toto, tudo bem? Boa tarde! Tudo bom? Tudo. Eu precisava falar com alguém responsável pelo sistema. O Alberto tá certo. Só um minuto. Tá, tá. Quem gostaria? Só para Lilia, da empresa Totvs e para fazer o NPS? Avaliação é a Lilian Lilian, da empresa Totvs. Ok O dia de hoje? Pode comprar. Diretamente lá. É que ele me pediu. Lilian, Você consegue ligar daqui uns dez minutos, no máximo. Que tal uma ligação agora? Sim, eu retorno. Sim. Obrigado. Muito obrigado. Tchau. Tchau."
2964578.wav,"Clóvis. Global Silvia. Oi, Silvia, boa tarde. Eu gostaria de falar com o Robson da Departamento Pessoal Momento. Quem vai falar é Lilia, da empresa Totvs da TOTVS. Aguarda só um momento. Lilian Aguardo. Obrigada. I get. It out. Não. Vale mais a pena. Além do. Mais. O momento. Horripilante, Na realidade. Só mais um momento. And I can. You think you to know how I can you will you? Know how aqui. Don't tell a self. Você não prefere me retornar daqui uns cinco minutos? RETORNO Sim. Obrigada. Obrigada. Tchau."
2964126.wav,"Beijo, Saudade. Boa tarde! Meu nome é Viviane e eu falo aqui da Matriz. Tudo bem? Tudo bom? Eu gostaria, por favor, de falar com o Roberto Martins. É ele que tá falando. Roberto Eu estou entrando em contato com você para a gente fazer um rápido acompanhamento em relação à marca Totvs que vocês utilizam hoje na empresa e no seu departamento. Você teria dois minutinhos para falar comigo? Sim, certo? Eu só vou fazer algumas confirmações por questões de segurança. O seu nome é Roberto Martins Soares Neto e atualmente o senhor é um dos responsáveis que faz a utilização do Totvs hoje na empresa. Isso. O e-mail continua sendo Roberto arroba com.br. Isso mesmo! Certo? Obrigada pelas confirmações. Iniciando a nossa avaliação, ele é uma avaliação bem rápida, numa escala de 0 a 10, qual a probabilidade do senhor recomendar a TOTVS a um amigo ou colega hoje? Nove Eu gostaria de me informar o motivo da sua nota ou não. A o suporte é muito bom. Um atendimento rápido. Mas isso mesmo, não tem problema. Com o software, certo. Eu vou fazer agora algumas perguntas direcionadas aonde você vai me responder somente a nota de 0 a 10? Não precisa falar o motivo da sua nota e também não precisa responder caso você não tenha o contato direto com a área, tudo bem. Em relação à agilidade nos processos do suporte técnico, uma nota de 0 a 10 oito em relação ao atendimento do agente do suporte técnico. Nove A sua satisfação com o executivo de vendas da TOTVS. Nove A sua satisfação com o custo dos produtos contratados. Sete Certo. A sua satisfação com o administrativo financeiro da Totvs? Um Eu não tenho contato. Assim não dá certo, não. A gente pula essa pergunta e a implantação do software? Caso você tenha participado. Nove Você acha que hoje o produto da Totvs entrega o benefício esperado pela empresa ou pelo seu departamento? Tem a opção de entrega total, parcial ou não? Entrega total? Eu também. De 0 a 10. Como que foi a sua experiência com a última atualização do software? Caso vocês tenham feito essa atualização de 0 a 10? Nove. E a última nota que seria em relação à unidade que faz o atendimento Com vocês hoje a todos Minas Gerais. De 0 a 10, como que você avalia? Caso tenha contato? Nove Também entendi tudo isso que eu lhe perguntei e você gostaria de acrescentar algum ponto? Não, certo? No caso, nós estamos entrando em contato mesmo realizando esse acompanhamento, justamente para termos as nossas melhorias contínuas no prazo de seis meses a um ano. Nós iremos retornar o contato com você e verificar se teve alguma alteração na sua nota. Tudo bem. Tudo bom? Você ficou com alguma dúvida, Roberto? Não Tá bom então. Muito obrigada pela sua participação e tenha uma ótima tarde. Obrigado, Tchau, tchau, Tchau."
2962184.wav,"Minuto. Bom dia, bom dia! Meu nome é Lilian, eu falo da TOTVS. Eu gostaria de falar com alguém responsável pelo sistema ou. Larissa Sim, só um minutinho. Qual que é teu nome? Lilian da Totvs. Ah, desculpa. Sobre o que que tu precisa falar? É uma avaliação. Avaliação do que? Que seria do sistema do Protheus? Eu sei que tu não consegue mandar por e-mail, talvez eu tento, mas só que ela. Ela é a responsável mesmo. Para qual e-mail que tu encaminha? É Larissa sim, é que como a gente não usa mais o sistema, acredito que ela não acabou não vendo o e-mail. Tu quer mandar para outro? Talvez. Não usa mais o sistema, mas o sistema tá ativo aqui no cadastro. Deixa eu verificar porque a gente tá com outro sistema agora a gente não usa mais esse e tem alguns módulos apenas no Protheus do Financeiro e Compras. Sim, deixa eu verificar só um minutinho, ok? Oi, Oi! E quem é Lilian? Da Todos com quem eu falo? É Larissa. Lilian Tudo bem? Tudo bem, Você tudo. Olha só, a gente não trabalha mais com o software da Totvs. Nós apenas temos a licença para consultar o que a gente já havia. Ah, tá. Por isso que tá aqui. Ah, tá. Então só tá ativa por causa disso. Vocês estão usando pra Ah, entendi. Não temos mais acesso ao software daí para fora isso. Ah, então tá bom, então vou dar baixa aqui. Larissa A senhora é responsável do ADM né? Isto tá bom. Obrigada pela atenção. Tchau."
2963930.wav,"Ah, seja bem vindo! Você ligou para o Slaviero Bahia Norte Hotel Florianópolis. For English Press One. Digite um para tratar de assuntos sobre reservas e eventos. Dois. Setores administrativos, financeiros e RH três Para recepção. Ou aguarde para ser atendido. Pela Baia Norte. Eduardo, bom dia. Boa tarde. Oi, boa tarde Eduardo. Gostaria de falar da Controladoria Controladoria do. Do hotel. A gente não tem contador, Controladoria não tem. Eu precisava falar com alguém, algum gerente ou coordenadora para fazer uma avaliação do sistema. Só um momento. Ela teria que entrar em contato com a nossa matriz, que fica em Curitiba. Certo, Leonel né? Isto é que ele eu já fiz a avaliação. Eu tô ligando para todas as redes dos hotéis Slaviero, Hotéis e cada CNPJ. Eu tô falando com algum coordenador ou gerente para ter essa avaliação. Só um pouquinho. Desculpa, Qual o seu nome? Lilian da Todos Tá ok. No momento nosso gerente ele tá numa reunião. Uhum, tá bom. Eu retorno mais tarde. Quem seria o Tiago Silveira? Tiago Silveira Tá bom então. Obrigada. Tchau. Tchau."
2962307.wav,"Alô, Bom dia! Bom dia! Fala com senhor Carlos Garcia. Isso. Carlos Me chamo Beatriz. Falo da Totvs. Tudo bem? Tudo bom, Beatriz? Tudo bem? Obrigada, senhor Carlos. O senhor seria ainda responsável pelo sistema na Bioquímica S.A. Sim. Perfeito. Meu contato. Ele é bem rápido, senhor Carlos. Eu falo da parte da experiência do cliente e eu gostaria de saber como que está a experiência, a satisfação de vocês. Esse acompanhamento ele é feito pelo método de NPS. Então o senhor avalia somente de 0 a 10. A marca em alguns pontos específicos dura dois minutinhos. Tudo bem. Ok. Seria o responsável pela área do TI mesmo, né? Sim, tá. Obrigada pela confirmação. Confirmando então o CNPJ para iniciarmos O55643555000 contra quatro três, ok? Exato. Obrigada pela confirmação. Numa escala de 0 a 10, qual a probabilidade do senhor recomendar a TOTVS a um amigo ou colega hoje? Senhor Carlos quatro. Tem algum comentário, Algum ponto de melhoria que gostaria de anexar? Instabilidade do produto? Instabilidade do sistema. Instabilidade. Vocês não conseguem ter uma versão estável. Sem problemas, sem erros, sem bugs, sem pau, sem as coisas que funcionam. Esse é o problema. Não segue nada assim. Por isso, quando a empresa cresce, ela tira, ela troca. Entendi algo mais. Só isso. Não consegue nada sem estabilidade. Então o problema é relacionado mais ao sistema, né? Produto. Produto. Produto. Produto. Produto não aguenta grandes empresas. Produto Vocês pecam em rotinas críticas como recálculo de custo médio, fechamento de estoque, compatibilidade de tabelas de saldo, controle de lote, controle de endereço da divergência entre essas tabelas. Chega a ser ridículo o tipo de erro que a gente encontra aqui. Vocês sangra a gente de cabo a rabo, porque aí você tem uma equipe que em vez de tá trabalhando, tá resolvendo problema de sistema. Tá, temos. Algo mais? Só isso. Então, pra gente aprofundar um pouco mais na melhoria, agora vou falar os pontos específicos e peço que o senhor avalie também somente de 0 a 10, caso tenha contato, tá bom. Falando do suporte técnico, como o senhor avalia agilidade nos processos do suporte? Esse suporte seria a matriz, o chamado ou o meu? A franquia aqui, o atendimento que vocês tem do suporte? Vocês tem da franquia ou do de São Paulo? Nós temos os dois, na verdade. Então, em geral, o senhor pode balancear uma nota, tá? Em relação ao suporte, a agilidade, a gente tem que separar, porque assim, se eu for para a franquia aqui e estou bem suportado, diria uns oito pelo menos, né? Quando eu vou para o nível de chamado da Totvs, a gente identifica que pela instabilidade do produto, o MDS Nível um não tem autonomia para resolver uma série de questões que a gente precisa. E isso delonga todo o meu processo aqui, até para poder justificar, embasar. Então, esse cara para mim, nota cinco. Não entendi. Então, mas o senhor tem mais contato com o qual suporte? Hoje é meio a meio. Hoje está os dois. Então, balanceando uma nota, daria cinco, cinco. Falando em relação ao atendimento dos agentes do suporte, né? Os analistas em geral, como o senhor avalia de 0 a 10? E em termos de conhecimento, até então isso é assim, ó. As pessoas são bem prestativas. Eu vejo isso. Só que vocês tem um protocolo que tem que seguir, que me arrebenta, entendeu? Em vista da instabilidade do produto, eu pego lá um recado do custo médio na hora que identifica um problema desse. O atendente vai seguir o protocolo Olha, mas é isso e aquilo é meu. Até eu provar que focinho de porco não é tomada. Já foi, né? Então assim, o atendente em si, ele é penalizado pela pela cobertura que tem por trás dele. Hoje mesmo aqui, uma menina me respondeu que ela foi bem assertiva na resposta a Débora. Karen aqui. Beleza, A resposta dela, tá? Respondeu rápido. Menina, Nota dez. Aí agora o que que acontece? Mudaram o procedimento aí? De análise de divergência. A tabela de saldo é um negócio que era intrínseco ao fechamento de estoque. Agora eu tenho que emitir um outro relatório, que são mais 20 minutos. Aí eu tenho um processo de conciliação por trás disso. Eu tenho que aguardar agora a emissão de um relatório que antigamente era automático, amarrado ao processo. Foram lá e quebraram essa rotina. A menina que tem culpa? Não, Isso aí é o pica pau aí de desenvolvimento de produto que não sei de onde é que o cara, a Totvs, ela tira um procedimento que funciona. Esse é o problema. Ela ela quer melhorar. Só que ela ela não mantém o que tá bom, ela vai lá e estraga o que tá bom e coloca o negócio vai ficar pior. Entendeu? Então assim já não tava bom da forma que estava, mas tava indo. Aí eles vão lá e na tentativa de tentar melhorar eles, eles não mantém dali para frente não. Deixa a situação mais difícil ainda. Entendeu? Agora um procedimento aqui que na hora que você fazer o fechamento ele já me acusava a divergência. Agora tem que colocar no outro relatório, que é um relatório antigo para cacete. Eu sei que o relatório que é que justamente pela demora de processar esse relatório, por isso que será fechado para fechamento. Agora, desvincular não é mais automático. Agora você vai lá, agora tem que ver lá no outro ambiente, tem que emitir o relatório. Aí vai eu mudar o papel de trabalho, de conciliação, de estoque. Muda para todo mundo aqui internamente. Olha, agora tem que emitir um relatório. Então assim, cara, muda as coisas sem ter noção de como que as coisas funcionam na prática. Não tem expertise em empresas que são auditadas, que é o nosso caso. Então, de 0A10A senhora avalia o atendimento dos agentes como quatro? Tá falando em relação ao comercial, o atendimento do executivo de vendas de vocês? Nove Falando em relação aos custos e valores dos produtos contratados? Só um minuto. Carlos Oi. Ok. Já te liguei para uma ligação. Tchau. O que a gente recebe hoje é um absurdo, né? Diria que é até três. Tá, se eu não tivesse, Se eu não tivesse dor de cabeça, só. Se o sistema fosse estável. Acho o valor extremamente justo. Só que vocês me cobram aqui 25.000 R$ por mês por um sistema que eu tenho que carregar um caminhão de gente para suportar. Não dá, né? Aí é caro. Aí é melhor pagar um software house que custa 10.000 e contratar mais três aqui de TI. E acabou. Tá resolvido, vai. Segue a vida. Tá falando em relação ao ao atendimento do administrativo financeiro referente a boletos e negociações? Nove Em relação a satisfação com a implantação do software. Nossa! Faz tempo, hein? Aí a gente to aqui faz 15 anos. Se eu for tomar um. Tipo, não tem mais implantação aqui hoje, né? Não precisa avaliar, então. Tá bom, tá bom. Hoje o sistema entrega o benefício que vocês precisam. Entrega totalmente, parcialmente ou não entrega? Parcialmente bem, parcialmente. Como foi a experiência do senhor com a atualização do software? De 0 a 10 também. Nossa! Dois As atualizações. Olha só. As atualizações são reflexo da instabilidade do produto. Vocês não tem uma release agora que vai morrer aqui a 33? E aí? Tá indo para 22 a 22. Nem entrou no ar. Você já tem uma outra aqui, ontem, aqui. Aí a todos tem a ironia de me convidar para fazer parte do projeto piloto. Eu faço, eu faço projeto piloto, Eu quero saber quantas mensalidades por mês eu vou deixar de pagar, porque quem é que vai pagar para esses testes? Vocês fazem produto? Paga para mim testar. Cara, é ridículo. Segue a vida, tá? Pra gente finalizar, peço que o senhor avalie também de zero a dez o atendimento realizado pela Totvs Rio Preto, a unidade responsável aí por vocês. Ela é nove. São essas as perguntas, tá? O senhor tem algum comentário a mais? Mais algum ponto? Só isso? Tá. Esse acompanhamento ele ocorre no período de seis meses a um ano, porém, passando o período, retornaremos o contato. Antes, o Senhor me trouxe essas insatisfações. O senhor aceita receber uma ligação das áreas responsáveis para tratar esse item? Ah, tá. Então tá bom. Senhor Carlos, eu agradeço que o senhor tenha um ótimo dia. Até mais, tá? Obrigado."
2964909.wav,"Alô, alô, Boa tarde. Fala com o Eduardo Lima. Isso, Eduardo. Me chamo Beatriz. Falo da Topsy. Tudo bem? Tudo bom? Que bom! Eduardo Tinha pedido pra eu retornar essa semana. Eu falo da parte da experiência do cliente. Eu gostaria de saber somente como está a experiência, a satisfação de vocês lá na empresa ser o responsável pelo sistema, né? Isso senhor Eduardo, é bem rápido mesmo. É dois minutinhos tá? Esse acompanhamento ele é feito pelo método de NPS, então o senhor vai avaliar somente de 0 a 10 alguns pontos específicos, ok? Ok. Confirmando o CNPJ da empresa. Então é o 13 meia cinco seis oito dois zero oito oito. Ok? Ok. Obrigada pela confirmação senhor Eduardo. Iniciando então numa escala de 0 a 10, qual a probabilidade do senhor recomendar a todos a um amigo ou um colega hoje? Nove Tem algum comentário que o senhor gostaria de deixar sobre a nota Não. Então, pra gente aprofundar um pouco mais na melhoria, agora eu vou para os pontos específicos e peço que o senhor avalie também somente de 0 a 10. Caso tenha contato. Tá falando do suporte técnico. Como o senhor avalia agilidade nos processos de suporte? O atendimento dos agentes do suporte também. Falando do comercial, o atendimento do executivo de vendas de vocês. Nove Em relação aos custos e valores dos produtos contratados. Oito Atendimento do financeiro referente a boletos e negociações. Oito Também a satisfação com a implantação do software. O senhor participou da implantação? Sim, participei. Como o senhor avalia de 0 a 10? Nove Hoje o sistema ele entrega o benefício que vocês precisam? Entrega totalmente, parcialmente ou não Entrega totalmente. Como foi a experiência do senhor com a atualização do software? Agradeço também, caso tenha atualizado. Oito Para finalizar, parece que o senhor avalia também de zero a dez o atendimento realizado pela tal de Serra do Mar, a unidade responsável aí por vocês. Nove Também são essas as perguntas, Senhor Eduardo, o senhor tem algum comentário final, mas algum ponto? Não, nenhum comentário. Esse acompanhamento ocorre no período de seis meses a um ano. Passando um período, retornaremos. O contato. Tá bom? Ok, Muito obrigado. Bom trabalho. Tchau, tchau, tchau, tchau."
2965023.wav,"Ótimos olhos. Clóvis Global Silvia Silvia. Boa tarde Dr. Robson. Momento em meio a natureza o negócio vai entrar no olho dele. Infraestrutura completa A casa decorada de 133 metros quadrados na Rodovia Raposo Tavares. Retorno do quilômetro 36. Aproveite Condições especiais de pré lançamento em até 240 meses www. Ponto Godoi Ponto com ponto BR. Agora em Santo André, na Avenida Portugal, e Ana Moura, especialista em iluminação. Além da variedade, os ótimos preços e o atendimento especializado que você já conhece. Traga o projeto ou venha fazer o seu. Visite nossas lojas na Rua da Consolação, no Lar Center, em São Bernardo, Santo André, Campinas ou em nosso site e Amura Ponto com ponto BR. E Ana Moura, especialista em iluminação. 50 anos iluminando sua vida. Ouça Diferença Antena um Pode comparar? Nos ontem porque ontem tem muito de cinema, tem muito pra se ver. Tem muita diversão, tem muito de você, tem muito sabor do rap ao ir ao rolê, tem muita cultura, tem muito de você, tem muito de moda, tem estilo. Promoção Coleção de outono Inverno Primavera Verão Contém cor Contém Bourbon Shopping. Tem muito de você! A mais pedida oferecimento Bourbon Shopping tem muito de você. Você escolheu e votou no site Antena um e agora vai ouvir a música mais pedida de hoje. Antena um. Miley Cyrus We. Can be so we were here we want. You wanna be wanna. BE. Clóvis Global. Silvia Silva. A ligação voltou. Ele não deve tar na sala, né? Quer que eu passe de novo? Não, eu tento encaminhar aqui um email edp arroba ponto com ponto Bem, isso tá bom. Obrigada, Tchau."
2963210.wav,"Você ligou para BR Motorsport? Agradecemos a sua ligação para falar com o SAC. Tecle um. Cobrança Tecle dois. Comercial Tecle três. Administrativo Tecle quatro ou aguarde o atendimento. BR Boa tarde! Tudo bem? Só um momento. Boa tarde, meu nome é Viviane, eu falo aqui da Totvs Matriz. Tudo bem? Eu gostaria, por favor de falar com o Rafael Gorski. Tudo bem D. Nicolas Tudo. Exato. É que no momento eles estão no almoço. Você consegue ligar daqui 30 minutinhos que provavelmente já vai estar de volta? Obrigada. Tchau. Boa tarde. Meu nome é Viviane e eu falo aqui da Matriz. Tudo bem? Eu gostaria, por favor, de falar com o responsável do sistema da TOTVS na empresa. Acredito que seja o Rafael. Assim eu consigo falar com ele em qual horário Ah, sim. Ah, tudo bem, Eu retorno o contato então, um pouquinho mais tarde. Tá bom? Obrigada. Eu. Tchau, Tchau."
2963371.wav,"Alô? Boa tarde, Meu nome é Viviane e eu falo aqui da Matriz. Tudo bem? Opa, tudo bom? Eu falo com Bruno. Isso. Bruno Eu estou entrando em contato com você para a gente fazer um acompanhamento em relação à marca Totvs, que é utilizado hoje na Brasil Sociedade de Perfurações Ltda. Você ainda é um dos responsáveis que faz a utilização do sistema na empresa. Na verdade, eu sou do departamento de TI, né? Quem utiliza o sistema diretamente? A equipe do RH, né? Entendi. Mas você tem conhecimento na ferramenta? É só da parte de TI, né? Entendi. É que, no caso, a gente está entrando em contato com você para fazer um acompanhamento em relação à marca TOTVS que vocês utilizam, só para verificar se está tudo ok com o sistema e se vocês estão sendo bem atendidos. Nesse caso, será que você poderia me ajudar? Posso? Posso. Certo. Eu só vou fazer então algumas confirmações por questões de segurança. O seu nome é Bruno Prata. Então, atualmente. Hoje o senhor é um dos responsáveis pela área de TI da empresa, né? Isso é certo. O e-mail continua sendo b prata arroba pontocom. Positivo, certo? Obrigada pelas confirmações. Iniciando a nossa avaliação, ela é uma avaliação bem rápida, numa escala de 0 a 10, qual a probabilidade do senhor recomendar a Totvs a um amigo ou colega hoje? Nove. Certo. Gostaria de me informar sobre o motivo da sua nota ou não. Não estou tranquilo, certo? Certo. Eu vou fazer agora algumas perguntas direcionadas. Aonde você vai me responder a nota de 0 a 10? Não precisa falar o motivo da sua nota e também não precisa responder caso você não tenha o contato direto com a área, tudo bem. Tudo bem. Em relação a agilidade nos processos do suporte técnico, uma nota de 0 a 10. Nove. Certo Em relação ao atendimento do agente do suporte técnico? Norma o atendimento do executivo de vendas, Eu não tenho acesso a ele. Certo. A sua satisfação com o custo dos produtos contratados também não. Essa parte não é comigo. Certo? O atendimento do administrativo financeiro da Totvs também não é comigo. Certo é a sua satisfação com a implantação do software ou de algum módulo. Caso você tenha participado. Não, eu não participei. Certo, Você acha que hoje o produto da Totvs entrega o benefício esperado pela empresa ou pelo seu departamento? Tem a opção de entrega total, parcial ou não entrega? Então, essa parte aí também. Como eu sou da área de TI, né? Mas entrega, coloca assim. Certo Também de 0 a 10, como que foi a sua experiência com a última atualização do software? Caso vocês tenham feito essa atualização ou você tenha notado algo de diferente no sistema de 0 a 10? Não, a gente não fez, certo. E a última nota Bruno que seria em relação a uma unidade que faz atendimento com vocês a todos. Rio de Janeiro de 0 a dez. Você gostaria de atribuir uma nota caso tenha contato? Não, não tenho contato. Certo De tudo isso que eu lhe perguntei, você gostaria de acrescentar algum ponto e teria como passar essa? Você falou que a unidade que faz atendimento para gente no Rio de Janeiro, Como que é isso? Sabe explicar? E aqui para mim, ela aparece como todos Rio de Janeiro, que seria a unidade que faz o atendimento com vocês em alguma coisa emergencial, quando acontece alguma falha no sistema? Sim, mas caso não seja essa unidade, a gente consegue fazer essa troca por aqui. Aí, a próxima vez, quando a gente retornar o contato com vocês, aí já vai a unidade certa. Não, não, tá tranquilo. É isso mesmo. Só queria ter certeza a certo. E você, ficou com mais alguma dúvida? Não. Só isso. Tá bom então. Bruno, muito obrigada pela sua participação e tenha uma ótima tarde. Falou tchau, tchau, tchau, tchau."
2968125.wav,"Oi boa tarde Beatriz da foto falando gostaria de falar com a senhora Elaine. Ela seria a responsável pelo escritório e pelo sistema na empresa responsável pelos testes na empresa. Vou mandá la para ela também. Boa tarde. Da Praia da Rocha. Já pesquisei e acho que já vai passar aqui pra ela. Mas. Ainda não. Tenho certeza. Alô? Boa tarde. É isso. Me chamo Beatriz. Falo da Totvs. Tudo bem? Tudo bem? Que bom! Gostaria de falar rapidinho com a senhora. A senhora seria uma das responsáveis que utiliza o sistema, né não? Consegue Sim, Sim. Perfeito. Meu contato ele é bem rápido, porém importante. É só pra saber como está a experiência, a satisfação de vocês, tá? Esse acompanhamento ele é feito pelo método de Então a senhora vai avaliar de 0A10A marca em alguns pontos específicos. Dois minutinhos. Tá bom, tá ok. Senhora seria a responsável pelo T.I. Ou pelo Administrativo? Na realidade eu sou a responsável pela parte da contabilidade administrativa, entendeu? A gente usa a parte contábil. Tá bom. Não tem importância, tá gente? Eu vou fazer com a senhora. E aí a gente tem a percepção que vocês estão tendo. Só confirmando o CNPJ zero três 588 380.000 contra 15, ok? Ok. A confirmação numa escala de 0 a 10, qual a probabilidade da senhora recomendar a TOTVS a um amigo, um colega hoje, na visão que a senhora tem? Nove Para vocês não ficarem muito orgulhosos no dez. Uhum. Tá. Então seria a nota nove. Tem algum comentário que gostaria de deixar sobre a nota? Não, não, não. Então, pra aprofundarmos um pouquinho mais na melhoria, agora vou falar os pontos específicos e peço que trabalhe também somente de 0 a 10, caso tenha contato, tá ok. Falando do suporte, como a senhora avalia a agilidade nos processos de suporte? Peraí, só um pouquinho. Vou sair daqui que tá um pouco barulho. Não tô te escutando. Peraí, só um minutinho. Alô? Pode falar. Melhorou? Melhorou agora? Aham. Tá bom. Você falou do último suporte, né? Como que a senhora avalia a agilidade nos processos do suporte técnico? De 0 a 10? Não dez. Sempre estamos nos atendendo. Tá falando em relação ao atendimento dos agentes do suporte? Os analistas não. Ótimo. Ótimo. Dez. Sempre nos atendem muito bem. Tá falando em relação ao atendimento do comercial referente ao executivo de vendas? Ok. Dez. Os custos e valores dos produtos contratados. Esse aí eu já não posso te dizer, mas eu acho que está bom, porque ainda não no chefe não mandou tocar. E. De 0 a 10, você quer que eu diga isso? Nove. Tá falando em relação ao atendimento do financeiro referente a boletos e negociações. Como a senhora avalia assim? Dez. A satisfação com a implantação do software. A senhora participou da implantação? Não, eu não participei. Quando eu cheguei, já estava implantada. Ah, tá. Hoje o sistema ele entrega o benefício que vocês precisam. Entrega totalmente, parcialmente ou não entrega? Entrega totalmente. Como foi a experiência da senhora com a atualização do software? Era dez. Também atualizada. Dez. Pra finalizar, pra finalizar a senhora, peço que a senhora avalie também de 0 a 10 atendimento realizado pela Totvs Amazonas, a unidade responsável por vocês aí. A Sim. Dez. A gente sempre tá superbem, Sempre nos atendem. Que bom, senhora! São essas as perguntas. A senhora tem algum comentário final? Mais algum ponto? Não, não. Tá tudo bem? Ah, tá. Tem alguma empresa que gostaria de indicar pra gente? Não. Assim, de cabeça, eu não tenho Ainda assim, pra falar pra você Tá bom, tá bom. Então, esse acompanhamento ele ocorre num período de seis meses a um ano. Passando o período, retornaremos o contato. Tá bom, tá bom. Tenha uma ótima tarde, bom fim de semana. Tchau, tchau, tchau, tchau, tchau."
2968585.wav,"Anderson. Boa tarde. Anderson, meu nome é Viviane e eu falo aqui da Totvs Matriz. Tudo bem? Tudo bom? Meu amor, como é que você tá? Tudo bem também? Obrigada. Anderson, eu estou entrando em contato com você para a gente fazer um acompanhamento em relação à marca Totvs, que é utilizado hoje na CDA Central de Distribuição Azevedo Ltda. Você pegou um minutinho, meu amor? Segura um minutinho. Segura um minutinho. Tudo bem. Só receber o contato. Tá bom? Robson Eu tô indo lá agora. Oi, meu amor. Oi. Segura Ai. Meu amor. Desculpe. Diga aí não. Sim, tudo bem. Eu tô entrando em contato com vocês para a gente fazer um acompanhamento em relação a marca Totvs, que é utilizado hoje na empresa CDA Central de Distribuição Azevedo Ltda. Eu gostaria de saber se você ainda é um dos responsáveis que utiliza o sistema na empresa? Sim, sim. Certo. E você teria dois minutinhos para falar comigo? Bom, se for dois minutinhos cravado, tem sim, Sim. Não a pesquisa. Ela é bem rápida mesmo. É só pra gente verificar como é que tá a utilização e se vocês estão sendo bem atendidos. Eu vou fazer algumas perguntas, algumas confirmações só por questões de segurança. O seu nome é Anderson Alves, É atualmente o senhor então é um dos gestores que faz a utilização do TOTVS hoje, né? Correto. O e-mail continua sendo Anderson Alves arroba. ponto com ponto br Correto? Certo. Obrigada pelas confirmações. Iniciando a nossa avaliação, ela é uma avaliação bem rápida, numa escala de 0 a 10, qual a probabilidade de você recomendar a totos a um amigo ou colega hoje? Nove Certo, Eu gostaria de me informar o motivo da sua nota ou não. Não. Certo, Eu vou fazer agora algumas perguntas direcionadas aonde você vai me responder a nota de 0 a 10? Não precisa falar o motivo da sua nota e também não precisa responder caso não tenha o contato com a área, tudo bem. Ok. Em relação à agilidade nos processos do suporte técnico, uma nota de 0 a 10. Oito Certo Atendimento do agente do suporte técnico. Oito Certo. O atendimento do executivo de vendas não tem um acesso certo a sua satisfação com o custo dos produtos contratados não tem acesso certo e a sua satisfação com a implantação do software. Caso você tenha participado. Nove, certo? Você acha que hoje o produto da Totvs entrega o benefício esperado pela empresa ou pelo seu departamento? Tem a opção de entrega total, parcial ou não? Entrega parcial. Certo Também de 0 a 10. Como que foi a sua experiência com a última atualização do software? Caso vocês tenham feito essa atualização de 0 a 10? Oito. Certo. E a última nota que seria em relação à unidade que faz atendimento com vocês, atletas? Rio Grande do Norte De 0 a 10. Como que você avalia? Caso tenha contato? Não tenho contato. Certo? É de tudo isso que eu lhe perguntei. Você gostaria de acrescentar algum ponto? Não, não no momento certo. No caso, nós estamos entrando em contato mesmo realizando esse acompanhamento, justamente para termos as nossas melhorias contínuas num prazo de seis meses a um ano, a gente vai retornar o contato com vocês e verificar se teve alguma alteração na nota. Tudo bem. Ok. Você ficou com alguma dúvida? Não, meu anjo. Obrigado. Tá bom? Obrigada. Eu tenho uma ótima tarde. Um bom final de semana. Bom trabalho, querida. Obrigada. Tchau, tchau."
